questions,lang,keywords
Heeft de stad waarin Abraham Lincoln is overleden een website?,nl,"Abraham Lincoln, stad, gestorven, website"
Locul morții lui Abraham Lincoln are un website?,ro,"locul morții, Abraham Lincoln, website"
How deep is Lake Placid?,en,"Lake Placid, depth"
Wie tief ist Lake Placid?,de,"Lake Placid, Tiefe"
Cómo de hondo es el Lago Placid?,es,"Lago Placid, profundidad"
Quanto è profondo il Lake Placid?,it,"Lake Placid, profondità"
Quelle est la profondeur du lac Placid?,fr,"profondeur, lac Placid"
Hoe diep is Lake Placid?,nl,"Lake Placid, diepte"
Cât de adânc este lacul Placid?,ro,"lacul Placid, adânc"
Give me the grandchildren of Bruce Lee.,en,"Bruce Lee, grandchildren"
Gib mir die Enkel von Bruce Lee.,de,"Bruce Lee, Enkel"
Dame todos los nietos de Bruce Lee.,es,"Bruce Lee, nietos"
Dammi i nipoti di Bruce Lee.,it,"Bruce Lee, nipoti"
Donne-moi tous les petit-enfants de Bruce Lee.,fr,"petit-enfants, Bruce Lee"
Toon alle kleinkinderen van Bruce Lee.,nl,"Bruce Lee, kleinkinderen"
Dă-mi nepoții lui Bruce Lee.,ro,"Bruce Lee, nepoți"
Who is the youngest Darts player?,en,"Darts player, youngest"
Wer ist der jüngste Dartspieler?,de,"Dartspieler, jüngster"
¿Quién es el jugador mas jóven de dardos?,es,jugador más jóven dardos
Chi è il giocatore di freccette più giovane?,it,"giocatore di freccette, più giovane"
Quel est le joueur de fléchettes le plus jeune?,fr,"jouer de fléchettes, plus jeune"
Wie is de jongste dartsspeler?,nl,jongste Darts speeler
Cine este cel mai tânăr jucător de Darts?,ro,"jucător de Darts, cel mai tânăr"
Where was Bach born?,en,"birthplace, Bach"
Wo wurde Bach geboren?,de,"Bach, geboren"
¿Dónde nació Bach?,es,"Bach, lugar de nacimiento"
Dove è nato Bach?,it,"Bach, luogo di nascita"
Où est né Bach?,fr,"Lieu de naissance, Bach"
Waar was Bach geboren?,nl,"Bach, geboorteplaats"
Unde s-a născut Bach?,ro,"locul nașterii, Bach"
In which countries can you pay using the West African CFA franc?,en,"countries, pay, West African CFA franc"
In welchen Ländern kann ich mit dem CFA-Franc BCEAO bezahlen?,de,"Land, bezahlen, CFA-Franc BCEAO"
¿En qué páises se paga con el Franco CFA?,es,"país, moneda, Franco CFA"
In quali stati si può pagare usando il West African CFA franc?,it,"stati, pagare, West African CFA franc"
Dans combien de pays peut-on payer aved les francs CFA ouest-africains?,fr,"nombre de pays, Franc CFA ouest-africain"
In welke landen kan je met de Westafrikaanse CFA-frank betalen?,nl,"landen, betalen, CFA-frank"
În ce țări poți plăti folosind francul CFA vest-african?,ro,"țări, plăti, franc CFA vest-african"
What are the top-10 action role-playing video games according to IGN?,en,"top-10, action, role-playing games, IGN"
Was sind laut IGN die Top-10-Action-Rollenspiele?,de,"Top-10-Action-Rollenspiele, IGN"
¿Cuáles son los 10 mejores videojuegos de rol de acción según la IGN?,es,"10 mejores videojuegos de rol de acción,IGN"
Quali sono i 10 migliori videogiochi di ruolo d'azione secondo l'IGN?,it,"migliori 10, azione, giochi di ruolo, IGN"
Quels sont les 10 meilleurs jeux vidéos de rôle d'après IGN?,fr,"jeux de rôle, jeux vidéos, IGN, top-10"
Wat zijn de top-10 actie role-playing computerspellen volgens IGN?,nl,"top-10 actie rollenspellen, IGN"
"Care jocuri video se află în top-10 pentru acțiune și simulare, potrivit IGN?",ro,"top-10, acțiune, ju=ocuri de simulare, IGN"
What is the most frequent death cause?,en,"death cause, most frequent"
Was ist die häufigste Todesursache?,de,"Todesursache, häufigste"
¿Cual es la causa mortal más común?,es,causa mortal más frequente
Qual è la causa principale di morte?,it,causa principale di morte
Quelle est la cause première de mortalité?,fr,"cause première, mortalité"
Wat is de meest voorkomende doodsoorzaak?,nl,meest voorkomende doodsoorzaak
Care este cea mai frecventă cauză a deceselor?,ro,"cauză a deceselor, cea mai frecventă"
Does the Isar flow into a lake?,en,"Isar, flow, lake"
Fließt die Isar in einen See?,de,"Isar, fließt, See"
¿Desemboca el Isar en un lago?,es,"Isar, desemboca, lago"
L'Isar sfocia in un lago?,it,"Isar, sfociare, lago"
L'Isar se déverse-t-il dans un lac?,fr,"Isar, deverse, lac"
Mondt de Isar uit in een meer?,nl,"Isar, uitmonden, meer"
Isarul se varsă într-un lac?,ro,"Isar, varsă, lac"
Give me all films produced by Steven Spielberg with a budget of at least $80 million.,en,"films, producer, Steven Spielberg, production budget, $80 million"
"Gib mir alle Filme, die von Steven Spielberg produziert worden und ein Budget von mindestens 80 Millionen Dollar hatten.",de,"Film, Produzent, Steven Spielberg, Budget, $80 Millionen"
Dame todas las películas producidas por Steven Spielberg con un presupuesto de al menos 80 milliones de dólares.,es,"películas, productor, Steven Spielberg, presupuesto de al menos 80 milliones de dólares"
Dammi tutti i film prodotti da Steven Spielberg con un budget finale di produzione di almeno 80 milioni di dollari.,it,"film, produttore, Steven Spielberg, butget di produzione, 80 milioni di dollari"
Donne-moi tous les films produit par Steven Spielberg ayant un budget d'au moins $80 millions.,fr,"films, Steven Spielberg, budget, au moins $80 millions"
Toon alle films die door Steven Spielberg worden geproduceerd en die een budget van minstens 80 miljoen dollar hadden.,nl,"films, geproduceert door, Steven Spielberg, budget, minstens 80 miljoen dollar"
"Dă-mi toate filmele produse de Steven Spielberg, cu un buget final de producție de cel puțin 80 milioane de dolari.",ro,"filme, producător, Steven Spielberg, buget, 80 milioane de dolari"
Give me all writers that won the Nobel Prize in literature.,en,"writer, win, Nobel Prize in literature"
"Gib mir alle Schriftsteller, die den Literaturnobelpreis gewonnen haben.",de,"Schritfsteller, Literaturnobelpreis"
Dame todos los escritores que hayan recibido el premio nobel de literatura.,es,"escritores, premio nobel de literatura"
Dammi tutti gli scrittori che hanno vinto il Premio Nobel della letteratura.,it,"scrittori, Premio Nobel della Letteratura"
Donne-moi tous les auteurs qui ont gagné le prix Nobel de litérature.,fr,"auteurs, prix Nobel de litérature"
Toon alle schrijvers die de Nobelprijs in literatuur hebben gewonnen.,nl,"schrijvers, Nobelprijs in literatuur, gewonnen"
Dă-mi toți scriitorii care au câștigat premiul Nobel pentru literatură.,ro,"scriitor, câștigat, premiul Nobel pentru literatură"
Give me all taikonauts.,en,taikonauts
Gib mir alle Taikonauten.,de,Taikonauten
Dame todas las taikonautas.,es,taikonautas
Dammi tutte i taikonauti.,it,taikonauti
Donnes-moi tous les taïkonautes.,fr,taïkonautes
Toon alle taikonauten.,nl,taikonauten
Dă-mi toți taikonauții.,ro,taikonaut
How many pages does War and Peace have?,en,"how many, pages, War and Peace"
Wieviele Seiten hat Krieg und Frieden?,de,"wieviele, Seiten, Krieg und Frieden"
¿Cuántas páginas tiene Guerra y Paz?,es,"número paginas, Guerra y Paz"
Quante pagine ha Guerra e Pace?,it,"pagine, Guerra e Pace"
Combien de pages a Guerre et Paix?,fr,"nomber de pages, Guerre et Paix"
Hoeveel pagina's heeft Oorlog en vrede?,nl,"hoeveel pagina's, Oorlog en vrede"
Câte pagini are Război și Pace?,ro,"câte pagini, Război și Pace"
What is the bridge with the longest span?,en,"bridge, longest span"
Welche Brücke hat die längste Spannweite?,de,"Brücke, längste Spannweite"
¿Qué puente tiene el mayor largo del vano?,es,"puente, mayor largo del vano"
Qual è il ponte con la campata più lunga?,it,"ponte, campata più lunga"
Quel est le pont le plus large?,fr,"pont, le plus large"
Wat is de brug met de grootste spanwijdte?,nl,"brug, langste spanwijdte"
Care este podul cu cea mai mare deschidere?,ro,"pod, cea mai mare deschidere"
Give me all actors called Baldwin.,en,"actors, called, Baldwin"
"Gib mir alle Schauspieler, die Baldwin heißen.",de,"Schauspieler, heißen, Baldwin"
Dame todos los actores llamados Baldwin.,es,"actores, llamados Baldwin"
Dammi tutti gli attori che si chiamano Baldwin.,it,"attori, chiamarsi, Baldwin"
Donne-moi tous les acteurs appelés Baldwin.,fr,"Acteury, appelés, Baldwin"
Toon alle acteurs die Baldwin heten.,nl,"acteurs, heten, Baldwin"
Dă-mi toți actorii numiți Baldwin.,ro,"actori, numit, Baldwin"
Who is the tallest player of the Atlanta Falcons?,en,"Atlanta Falcons, player, tallest"
Wer ist der größte Spieler der Atlanta Falcons?,de,"Atlanta Falcons, Spieler, größter"
¿Quién es el jugador más alto de los Atlanta Falcons?,es,"jugador más alto, Atlanta Falcons"
Chi è il giocatore più alto degli Atlanta Falcons?,it,"giocatore più alto, Atlanta Falcons"
Qui est le joueur le plus grand des Atlanta Falcons?,fr,"joueur le plus grand, Atlanta Falcons"
Wie is de langste speler van de Atlanta Falcons?,nl,"Atlanta Falcons, speler, langste"
Cine este cel mai înalt jucător din Atlanta Falcons?,ro,"Atlanta Falcons, jucător, cel mai înalt"
Which rivers flow into a German lake?,en,"rivers, flow, German lake"
Welche Flüsse fließen in deutsche Seen?,de,"Fluss, fließen, deutsch, See"
¿Qué ríos desembocan en un lago alemán?,es,"ríos, desembocan, lago alemán"
Quali fiumi sfociano in un lago tedesco?,it,"fiumi, sfociare, lago tedesco"
Quels cours d'eau se déversent-ils dans des lacs allemands?,fr,"cours d'eaux, lacs allemands"
Welke rivieren stromen naar een Duits meer?,nl,"rivieren, stromen naar, Duits, meer"
Ce râuri se varsă într-un lac din Germania?,ro,"râuri, varsă, lac din Germania"
How many James Bond movies are there?,en,"how many, James Bond movies"
Wieviele James-Bond-Filme gibt es?,de,"wieviele, Jamee-Bond-Filme"
¿Cuántas películas de James Bond existen?,es,"número de películas, James Bond"
Quanti film di James Bond ci sono stati?,it,"quanti, film di James Bond"
Combien de films de James Bond existe-t-il?,fr,"nomber de films, James Bond"
Hoeveel James Bond films zijn er?,nl,"hoeveel, James Bond films"
Câte filme Jamesc Bond există?,ro,"câte, filme James Bond"
Which spaceflights were launched from Baikonur?,en,"spaceflight, launched, Baikonur"
Welche Raumflüge sind von Baikonur gestartet?,de,"Raumflüge, Start, Baikonur"
¿Qué misiones espaciales partieron desde Baionur?,es,"misiones espaciales, salida, Baikonur"
Quali viaggi spaziali furono lanciati da Baikonur?,it,"viaggi spaziali, lanciati, Baikonur"
Quels navettes spatiales ont été lancées de Baikonur?,fr,"navettes spatiales, lanchement, Baikonur"
Welke ruimtevluchten werden gestart vanuit Baikonur?,nl,"ruimtevluchten, gestart, Baikonur"
Ce zboruri spațiale au fost lansate din Baikonur?,ro,"zbor spațial, lansat, Baikonur"
Which pope succeeded John Paul II?,en,"pope, succeed, Johannes Paul II"
Welcher Papst folgte auf Johannes Paul II?,de,"Papst, folgt auf, Johannes Paul II"
¿Qué papa fue el sucesor de Juan Pablo II?,es,"Papa, sucesor, Juan Pablo II"
Quale papa fu il successore di Giovanni Paolo II?,it,"Papa, successore, Giovanni Paolo II"
Quel pape est le successeur du pape Jean-Paul II?,fr,"successeur, Jean-Paul II"
Welke paus volgde Johannes Paul II op?,nl,"paus, volgen, Johannes Paul II"
Care papă i-a urmat lui Ioan Paul al II-lea?,ro,"papă, urmat, Ioan Paul al II-lea"
Give me all Dutch parties.,en,"Dutch, party"
Gib mir alle Niederländischen Parteien.,de,"Niederländisch, Partei"
Dame todos los partidos políticos holandeses,es,partidos políticos holandeses
Dammi tutti i partiti politici olandesi.,it,partiti politici olandesi
Donne-moi tous les partis politiques néerlandais.,fr,"partis poliques, néerlandais"
Toon alle Nederlandse partijen.,nl,Nederlandse partijen.
Dă-mi toate partidele politice olandeze.,ro,partide politice olandeze
When is Halloween?,en,"date, Halloween"
Wann ist Halloween?,de,"Datum, Halloween"
¿Cuándo es Halloween?,es,"fecha, Halloween"
Quand'è Halloween?,it,"data, Halloween"
Quand est Halloween?,fr,"Halloween, date"
Wanneer is Halloween?,nl,"datum, halloween"
Când este Halloween?,ro,"dată, Halloween"
Give me all Swedish oceanographers.,en,"Swedish, oceanographer"
Gib mir alle Schwedischen Ozeanographen.,de,"Schwedisch, Ozeanographen"
Dame todos los oceanógrafos suecos.,es,oceanógrafos suecos
Dammi tutti gli oceanografi svedesi.,it,"svedesi, oceanografi"
Donne-moi tous les océanographes suédois.,fr,"Océanographes, suédois"
Toon alle Zweedse oceanograafen.,nl,"Zweedse, oceanograafen"
Dă-mi toți oceanografii suedezi.,ro,"oceanograf, suedez"
Give me all actors who were born in Berlin.,en,"actors, born, Berlin"
Gib mir alle in Berlin geborenenen Schauspieler.,de,"Schauspieler, geboren, Berlin"
Dame todos los actores nacidos en Berlin.,es,"actores, nacidos, Berlin"
Dammi tutti gli attori nati a Berlino.,it,"attori, nati, Berlino"
Donne-moi tous les acteurs nés à Berlin.,fr,"acteurs, lieu de naissance, Berlin"
Toon alle acteurs die in Berlijn zijn geboren.,nl,"actuers, geboren, Berlijn"
Dă-mi toți actorii care s-au născut la Berlin.,ro,"actori, născut, Berlin"
What was the last movie with Alec Guinness?,en,"Alec Guinness, last, movie"
Was war der letzte Film mit Alec Guinness?,de,"Alec Guinness, letzter, Film"
¿Cuál fue la última película con Alec Guinness?,es,"última película, Alec Guinness"
Qual è l'ultimo film con Alec Guinness?,it,"Alec Guinness, ultimo film"
Quel est le dernier film d'Alec Guinness?,fr,"Alec Guiness, dernier film"
Wat was de laatste film met Alec Guinness?,nl,"Alec Guinness, laatste, film"
Care a fost ultimul film cu Alec Guinness?,ro,"Alec Guinness, ultim, film"
Which poet wrote the most books?,en,"poet, most, books"
Welcher Dichter hat die meisten Bücher geschrieben?,de,"Dichter, Bücher, die meisten"
¿Que poeta ha escrito el mayor número de libros?,es,"poeta, mayor número, libros"
Quale poeta ha scritto il maggior numero di libri?,it,"poeta, maggior numero, libri"
Quel poète a écrit le plus de livres?,fr,"poète, maximum, livres"
Welke dichter heeft de meeste boeken geschreven?,nl,"dichter, meeste boeken"
Ce poet a scris cel mai mare număr de cărți?,ro,"poet, cel mai mare număr, cărți"
How many languages are spoken in Colombia?,en,"languages, Colombia"
Wieviele Sprachen werden in Kolumbien gesprochen?,de,"Sprachen, Kolumbien"
¿Cuántos idiomas se hablan en Colombia?,es,"idiomas, Colombia"
Quante lingue sono parlate in Colombia?,it,"lingue, Colombia"
Combien de langues sont parlées au Colombie?,fr,"langues, Colombie"
Hoeveel talen worden er in Colombia gesproken?,nl,"talen, Columbia"
Câte limbi sunt vorbite în Columbia?,ro,"limbi, Columbia"
What does CPU stand for?,en,"CPU, stand for"
Wofür steht CPU?,de,"CPU, stehen für"
¿Qué abrevia CPU?,es,"CPU, abreviación"
Che cosa significa CPU?,it,"CPU, significato"
Que veut dire CPU?,fr,"CPU, signification"
Waarvoor staat de afkorting CPU?,nl,"CPU, staat voor"
Ce înseamnă CPU?,ro,"CPU, înseamnă"
What was Brazil's lowest rank in the FIFA World Ranking?,en,"Brazil, lowest rank, FIFA World Ranking"
Was war Brasiliens niedrigste Platzierung in der FIFA-Weltrangliste?,de,"Brasilien, niedrigste Platzierung, FIFA-Weltrangliste"
¿Cuál ha sido la posición de ranking más baja de Brasil en el ranking mundial de la FIFA?,es,"Brasil, posición más baja, ranking mundial de la FIFA"
Quale è stata la peggior posizione del Brasile nella classifica mondiale della FIFA?,it,"Brasile, peggior posizione, classifica mondiale della FIFA"
Quel est le ranking le plus bas atteint par le Brésil dans le classement mondial de la FIFA?,fr,"raking, le plus bas, Brésil, classement, FIFA"
Wat was de laagste plaatsing van het Braziliaans elftal in de FIFA-wereldranglijst?,nl,"Braziliaans elftal, laagste plaatsing, FIFA-wereldranglijst"
Care a fost cel mai mic loc ocupat de Brazilia în clasamentul mondială FIFA?,ro,"Brazilia, cel mai mic loc, clasament mondial FIFA"
Give me the capitals of all countries that the Himalayas run through.,en,"countries Himalayas run through, capitals"
"Gib mir die Haupstädte aller Länder, über die sich der Himalaya erstreckt.",de,"Länder, erstrecken, Himalaya, Haupstadt"
Dame las capitales de todos los países que atraviesa el Himalaya.,es,"capital de países, atraviesa el Himalaya"
Dammi tutte le capitali degli stati attraversati dall'Himalaya.,it,"capitali, stati attraversati dall'Himalaya"
Donne-moi les capitales de tous les pays que l'Himalaya traverse.,fr,"capitales, pays, traversé, Himalaya"
Toon de hoofdsteden van alle landen waardoor de Himalaya loopt.,nl,"Himalaya, lopen door, landen, hoofdsteden"
Dă-mi toate țările traversate de Himalaya și capitalele lor.,ro,"țări, traversate de Himalaya, capitale"
Which actor played Chewbacca?,en,"actor, play, Chewbacca"
Welcher Schauspieler hat Chewbacca gespielt?,de,"Schauspieler, spielen, Chewbacca"
¿Qué actor hizo el papel de Chewbacca?,es,"actor,papel de Chewbacca"
Quale attore ha recitato il ruolo di Chewbacca?,it,"attore, recitare il ruolo, Chewbacca"
Quel acteurs ont joué le role de Chewbacca?,fr,"acteur, Chewbacca"
Welke acteur heeft Chewbacca gespeeld?,nl,"acteur, spelen, Chewbacca"
Ce actor l-a jucat pe Chewbacca?,ro,"actor, jucat, Chewbacca"
Which ingredients do I need for carrot cake?,en,"carrot cake, ingredients"
Welche Zutaten brauche ich für Möhrenkuchen?,de,"Möhrenkuchen, Zutaten"
¿Qué ingredientes son necesarios para una tarta de zanahorias?,es,"ingredientes, tarta de zanahorias?"
Di quali ingredienti ho bisogno per la torta di carote?,it,"ingredienti, torta di carote"
Quels sont les ingrédients du gateau aux carottes?,fr,"ingrédients, gateau aux carottes"
Welke ingrediënten heb ik nodig voor worteltaart?,nl,"worteltaart, ingrediënten"
De ce ingrediente am nevoie pentru tort de morcovi?,ro,"tort de morcovi, ingrediente"
Is Cola a beverage?,en,"Cola, beverage"
Ist Cola ein Getränk?,de,"Cola, Getränk"
¿La Coca Cola es una bebida?,es,"Coca Cola, bebida"
La Cola è una bevanda?,it,"Cola, bevanda"
Le Coca est-il une boisson?,fr,"Coca, boisson"
Is cola een drank?,nl,"Cola, drank"
Cola este o băutură?,ro,"Cola, băutură"
Who has Tom Cruise been married to?,en,"Tom Cruise, married"
Mit wem war Tom Cruise verheiratet?,de,"Tom Cruise, verheiratet"
¿Quién ha estado casado con Tom Cruise?,es,"esposas, Tom Cruise"
Con chi è stato sposato Tom Cruise?,it,"Tom Cruise, mogli"
Qui est l'épouse de Tom Cruise?,fr,"épouse, Tom Cruise"
Met wie was Tom Cruise getrouwd?,nl,"Tom Cruise, getrouwd"
Cu cine a fost căsătorit Tom Cruise?,ro,"Tom Cruise, căsătorit"
Which of Tim Burton's films had the highest budget?,en,"highest budget, film, Tim Burton"
Welcher von Tim Burtons Filmen hatte das höchste Budget?,de,"höchstes Budget, Film, Tim Burton"
¿Cuál es la película de Tim Burton con el mayor presupuesto?,es,"película de Tim Burton, mayor presupuesto"
Quali film di Tim Burton hanno avuto il budget più alto?,it,"budget più alto, film, Tim Burton"
Quel film de Tim Burton a le budget le plus haut?,fr,"budget le plus haut, Tim Burton"
Welke van Tim Burton's films had het hoogste budget?,nl,"film, Tim Burton, hoogste budget"
Care dintre filmele lui Tom Burton a avut cel mai mare buget?,ro,"cel mai mare buget, film, Tim Burton"
How heavy is Jupiter's lightest moon?,en,"how heavy, Jupiter, moon, lightest"
Wie schwer ist Jupiters leichtester Mond?,de,"wie schwer, Jupiter, Mond, leichtester"
¿Cuánto pesa el satélite más ligero de Júpiter?,es,"peso, satélite más ligero, Júpiter"
¿Cuánto pesa il satellite più leggero di Giove?,it,"peso, satellite più leggero di Giove"
Combien pèse le satellite le plus léger de Jupiter?,fr,"poids, satellite le plus léger, Jupiter"
Hoe zwaar is de lichtste maan van Jupiter?,nl,"hoe zwaar, Jupiter, maan, lichtste"
Cât de greu este cel mai ușor satelit al lui Jupiter?,ro,"greu, Jupiter, satelit, cel mai ușor"
Which actor was casted in the most movies?,en,"actor, casted, most movies"
Welcher Schauspieler spielte in den meisten Filmen mit?,de,"Schauspieler, meiste Filme"
¿Qué actor ha actuado en el mayor número de películas?,es,"actor, mayor número de películas"
Quale attore è stato scritturato in piùfilm?,it,"attore, scritturato, maggior numero di film"
Quel acteur a joué dans le plus de films?,fr,"acteur, maximum de films"
Welke acteur speelde in de meeste films?,nl,"acteur, spelen, meeste films"
Ce actor a fost distribuit în cele mai multe filme?,ro,"actor, distribuit, cele mai multe filme"
Is James Bond married?,en,"James Bond, married"
Ist James Bond verheiratet?,de,"James Bond, verheiratet"
¿Está James Bond casado?,es,"James Bond, casado"
James è Bond sposato?,it,"James Bond, sposato"
James Bond est-il marié?,fr,"James Bond, marié"
Is James Bond getrouwd?,nl,"James Bond, getrouwd"
James Bond este căsătorit?,ro,"James Bond, căsătorit"
Give me all Australian metalcore bands.,en,"Australian, metalcore bands"
Gib mir alle australischen Metalcore-Bands.,de,"australisch, Metalcore-Bands"
Dame todos los grupos australianos de metalcore.,es,grupos australianos metalcore
Dammi tutte i gruppi metalcore australiani.,it,"gruppi metalcore, australiani"
Donnes les groupes de métalcode australiens.,fr,"groupe, métalcode, australien"
Toon alle Australisch metalcore bands.,nl,"Australisch, metalcore bands"
Dă-mi toate trupele metalcore australiene.,ro,"australian, trupe metalcore"
Give me all actors who were born in Paris after 1950.,en,"actors, born, Paris, after 1950"
"Gib mir alle Schauspieler, die nach 1950 in Paris geboren wurden.",de,"Schauspieler, geboren, nach 1950, in Paris"
Dame todos los actores nacidos en Paris después de 1950.,es,"actores,nacidos en Paris, después de 1950"
Dammi tutti gli attori nati a Parigi dopo il 1950.,it,"attori, nati, dopo il 1950, a Parigi"
Donne-moi tous les acteurs nés à Berlin après 1950.,fr,"acteurs, lieu de naissance, Berlin, date de naissance, après 1950"
Toon alle acteurs die na 1950 in Parijs zijn geboren.,nl,"actuers, geboren, na 1950, in Parijs"
Dă-mi toți actorii care s-au născut la Paris după 1950.,ro,"actori, născut, Paris, după 1950"
When was Carlo Giuliani shot?,en,"date, Carlo Giuliani, shot"
Wann wurde Carlo Giuliani erschossen?,de,"Datum, Carlo Giuliani, erschossen"
¿Cuándo fue disparado Carlo Giuliani?,es,"fecha, disparo, Carlo Giuliani"
Quando è stato ucciso Carlo Giuliani?,it,"data, Carlo Giuliani, ucciso"
Quand a été tué Carlo Giuliani?,fr,"date de décès, Carlo Guiliani"
Wanneer werd Carlo Giuliani neergeschoten?,nl,"datum, Carlo Giuliani, neergeschoten"
Când a fost ucis Carlo Giuliani?,ro,"dată, Carlo Giuliani, ucis"
Who are the four youngest MVP basketball players?,en,"four, youngest, MVP, basketball player"
Wer sind die vier jüngsten MVP Baskettballspieler?,de,"vier jüngsten, MVP, Basketballspieler"
